dependency,file
warnings,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
binascii,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
packages,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
url,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
ssltransport,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_match_hostname.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_match_hostname.py
ipaddress,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_match_hostname.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\timeout.py
time,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\timeout.py
socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\timeout.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\timeout.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\url.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\url.py
collections,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\url.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\url.py
packages,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\url.py
pip._vendor,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\url.py
errno,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\wait.py
select,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\wait.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\wait.py
functools,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\wait.py
time,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\wait.py
time,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\wait.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\__init__.py
connection,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\__init__.py
request,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\__init__.py
response,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\__init__.py
retry,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\__init__.py
ssl_,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\__init__.py
timeout,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\__init__.py
url,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\__init__.py
wait,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\__init__.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\main.py
json,E:\football_v\00_System_OS\01_DATA_LAYER\main.py
core.db_connection,E:\football_v\00_System_OS\01_DATA_LAYER\main.py
core.logger,E:\football_v\00_System_OS\01_DATA_LAYER\main.py
import_pipeline.importer,E:\football_v\00_System_OS\01_DATA_LAYER\main.py
logger,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\compatibility.py
logging,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\formatter.py
logging,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\handlers.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\handlers.py
formatter,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\handlers.py
logging,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\logger.py
json,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\logger.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\logger.py
handlers,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\logger.py
logger,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\__init__.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\core\validator\data_validator.py
validation_result,E:\football_v\00_System_OS\01_DATA_LAYER\core\validator\data_validator.py
shutil,E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\archive_manager.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\archive_manager.py
core.db_connection,E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\duplicate_checker.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\importer.py
core.hash_service,E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\importer.py
registry.registry_manager,E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\importer.py
import_pipeline.duplicate_checker,E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\importer.py
import_pipeline.validator,E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\importer.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\scanner.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\validator.py
sqlite3,E:\football_v\00_System_OS\01_DATA_LAYER\market\bookmaker_manager.py
sqlite3,E:\football_v\00_System_OS\01_DATA_LAYER\market\market_type_manager.py
sqlite3,E:\football_v\00_System_OS\01_DATA_LAYER\market\odds_manager.py
datetime,E:\football_v\00_System_OS\01_DATA_LAYER\market\odds_manager.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\quality\quality_checker.py
sys,E:\football_v\00_System_OS\01_DATA_LAYER\quality\quality_checker.py
hashlib,E:\football_v\00_System_OS\01_DATA_LAYER\quality\quality_checker.py
core.db_connection,E:\football_v\00_System_OS\01_DATA_LAYER\quality\quality_checker.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\quality\quality_engine.py
sys,E:\football_v\00_System_OS\01_DATA_LAYER\quality\quality_engine.py
json,E:\football_v\00_System_OS\01_DATA_LAYER\quality\quality_engine.py
datetime,E:\football_v\00_System_OS\01_DATA_LAYER\quality\quality_engine.py
core.db_connection,E:\football_v\00_System_OS\01_DATA_LAYER\quality\quality_engine.py
quality.quality_checker,E:\football_v\00_System_OS\01_DATA_LAYER\quality\quality_engine.py
core.db_connection,E:\football_v\00_System_OS\01_DATA_LAYER\quality\quality_report.py
datetime,E:\football_v\00_System_OS\01_DATA_LAYER\registry\data_lineage.py
core.db_connection,E:\football_v\00_System_OS\01_DATA_LAYER\registry\data_lineage.py
datetime,E:\football_v\00_System_OS\01_DATA_LAYER\registry\import_tracker.py
core.db_connection,E:\football_v\00_System_OS\01_DATA_LAYER\registry\import_tracker.py
core.db_connection,E:\football_v\00_System_OS\01_DATA_LAYER\registry\quality_score.py
datetime,E:\football_v\00_System_OS\01_DATA_LAYER\registry\registry_manager.py
uuid,E:\football_v\00_System_OS\01_DATA_LAYER\registry\registry_manager.py
core.db_connection,E:\football_v\00_System_OS\01_DATA_LAYER\registry\registry_manager.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_quality_alert_upgrade.py
sys,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_quality_alert_upgrade.py
sqlite3,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_quality_alert_upgrade.py
config.database_config,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_quality_alert_upgrade.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_quality_init.py
sys,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_quality_init.py
sqlite3,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_quality_init.py
config.database_config,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_quality_init.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_task_table_upgrade.py
sys,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_task_table_upgrade.py
sqlite3,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_task_table_upgrade.py
datetime,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_task_table_upgrade.py
config.database_config,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_task_table_upgrade.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\quality_rule_init.py
sys,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\quality_rule_init.py
datetime,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\quality_rule_init.py
core.db_connection,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\quality_rule_init.py
sqlite3,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\registry_init.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\registry_init.py
sys,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\registry_init.py
core.db_connection,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\registry_init.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\task_queue_init.py
sys,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\task_queue_init.py
core.db_connection,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\task_queue_init.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_registry_flow.py
sys,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_registry_flow.py
core.hash_service,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_registry_flow.py
registry.registry_manager,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_registry_flow.py
registry.data_lineage,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_registry_flow.py
registry.import_tracker,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_registry_flow.py
registry.quality_score,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_registry_flow.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_retry_logger.py
sys,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_retry_logger.py
task_queue.retry_logger,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_retry_logger.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_scheduler_reliability.py
sys,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_scheduler_reliability.py
task_queue.task_manager,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_scheduler_reliability.py
task_queue.scheduler,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_scheduler_reliability.py
task_queue.task_manager,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_scheduler_reliability.py
task_queue.task_history,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_scheduler_reliability.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_history.py
sys,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_history.py
task_queue.task_history,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_history.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_queue.py
sys,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_queue.py
task_queue.task_manager,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_queue.py
task_queue.task_query,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_queue.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_reliability_full.py
sys,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_reliability_full.py
time,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_reliability_full.py
task_queue.task_manager,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_reliability_full.py
task_queue.scheduler,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_reliability_full.py
task_queue.retry_engine,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_reliability_full.py
task_queue.task_history,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_reliability_full.py
task_queue.retry_logger,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_reliability_full.py
datetime,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\manual_task.py
core.db_connection,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\manual_task.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\retry_engine.py
sys,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\retry_engine.py
datetime,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\retry_engine.py
core.db_connection,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\retry_engine.py
task_queue.task_history,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\retry_engine.py
task_queue.retry_logger,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\retry_engine.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\retry_logger.py
sys,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\retry_logger.py
datetime,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\retry_logger.py
core.db_connection,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\retry_logger.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\scheduler.py
sys,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\scheduler.py
datetime,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\scheduler.py
core.db_connection,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\scheduler.py
task_queue.task_history,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\scheduler.py
task_queue.retry_engine,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\scheduler.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\task_history.py
sys,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\task_history.py
datetime,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\task_history.py
core.db_connection,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\task_history.py
os,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\task_manager.py
sys,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\task_manager.py
uuid,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\task_manager.py
datetime,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\task_manager.py
core.db_connection,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\task_manager.py
task_queue.task_history,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\task_manager.py
core.db_connection,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\task_query.py
os,E:\football_v\00_System_OS\ARCHITECTURE_CLEANUP\architecture_classifier\architecture_classifier_V1.0.py
json,E:\football_v\00_System_OS\ARCHITECTURE_CLEANUP\architecture_classifier\architecture_classifier_V1.0.py
os,E:\football_v\00_System_OS\ARCHITECTURE_CLEANUP\architecture_scanner\architecture_scanner_V1.0.py
json,E:\football_v\00_System_OS\ARCHITECTURE_CLEANUP\architecture_scanner\architecture_scanner_V1.0.py
os,E:\football_v\00_System_OS\ARCHITECTURE_CLEANUP\tests\test_architecture_cleanup_V1.0.py
json,E:\football_v\00_System_OS\ARCHITECTURE_CLEANUP\tests\test_architecture_cleanup_V1.0.py
datetime,E:\football_v\00_System_OS\ARCHITECTURE_CLEANUP\tests\test_architecture_cleanup_V1.0.py
json,E:\football_v\00_System_OS\Automation\scheduler\scheduler_manager.py
os,E:\football_v\00_System_OS\Automation\scheduler\scheduler_manager.py
datetime,E:\football_v\00_System_OS\Automation\scheduler\scheduler_manager.py
os,E:\football_v\00_System_OS\Bootstrap\bootstrap.py
json,E:\football_v\00_System_OS\Bootstrap\bootstrap.py
datetime,E:\football_v\00_System_OS\Bootstrap\bootstrap.py
os,E:\football_v\00_System_OS\Bootstrap\config_generator.py
json,E:\football_v\00_System_OS\Bootstrap\config_generator.py
datetime,E:\football_v\00_System_OS\Bootstrap\config_generator.py
os,E:\football_v\00_System_OS\Bootstrap\deploy_system.py
subprocess,E:\football_v\00_System_OS\Bootstrap\deploy_system.py
datetime,E:\football_v\00_System_OS\Bootstrap\deploy_system.py
os,E:\football_v\00_System_OS\Bootstrap\setup_system.py
json,E:\football_v\00_System_OS\Bootstrap\setup_system.py
datetime,E:\football_v\00_System_OS\Bootstrap\setup_system.py
os,E:\football_v\00_System_OS\Bootstrap\system_check.py
sys,E:\football_v\00_System_OS\Bootstrap\system_check.py
json,E:\football_v\00_System_OS\Bootstrap\system_check.py
subprocess,E:\football_v\00_System_OS\Bootstrap\system_check.py
datetime,E:\football_v\00_System_OS\Bootstrap\system_check.py
os,E:\football_v\00_System_OS\DEPLOYMENT_QUALITY_CHECKER\deployment_quality_checker_V1.0.py
json,E:\football_v\00_System_OS\DEPLOYMENT_QUALITY_CHECKER\deployment_quality_checker_V1.0.py
datetime,E:\football_v\00_System_OS\DEPLOYMENT_QUALITY_CHECKER\deployment_quality_checker_V1.0.py
sys,E:\football_v\00_System_OS\ENVIRONMENT_CHECKER\environment_checker_V1.0.py
json,E:\football_v\00_System_OS\ENVIRONMENT_CHECKER\environment_checker_V1.0.py
datetime,E:\football_v\00_System_OS\ENVIRONMENT_CHECKER\environment_checker_V1.0.py
os,E:\football_v\00_System_OS\File_Manager\archive\archive_manager.py
json,E:\football_v\00_System_OS\File_Manager\archive\archive_manager.py
shutil,E:\football_v\00_System_OS\File_Manager\archive\archive_manager.py
datetime,E:\football_v\00_System_OS\File_Manager\archive\archive_manager.py
json,E:\football_v\00_System_OS\File_Manager\archive\archive_manager_v11.py
os,E:\football_v\00_System_OS\File_Manager\archive\archive_manager_v11.py
shutil,E:\football_v\00_System_OS\File_Manager\archive\archive_manager_v11.py
datetime,E:\football_v\00_System_OS\File_Manager\archive\archive_manager_v11.py
json,E:\football_v\00_System_OS\File_Manager\duplicate\duplicate_detector_v11.py
os,E:\football_v\00_System_OS\File_Manager\duplicate\duplicate_detector_v11.py
datetime,E:\football_v\00_System_OS\File_Manager\duplicate\duplicate_detector_v11.py
json,E:\football_v\00_System_OS\File_Manager\hash\duplicate_detector.py
csv,E:\football_v\00_System_OS\File_Manager\hash\duplicate_detector.py
collections,E:\football_v\00_System_OS\File_Manager\hash\duplicate_detector.py
json,E:\football_v\00_System_OS\File_Manager\lifecycle\lifecycle_engine.py
datetime,E:\football_v\00_System_OS\File_Manager\lifecycle\lifecycle_engine.py
json,E:\football_v\00_System_OS\File_Manager\lifecycle\lifecycle_manager.py
csv,E:\football_v\00_System_OS\File_Manager\lifecycle\lifecycle_manager.py
datetime,E:\football_v\00_System_OS\File_Manager\lifecycle\lifecycle_manager.py
json,E:\football_v\00_System_OS\File_Manager\registry\file_registry_v11.py
datetime,E:\football_v\00_System_OS\File_Manager\registry\file_registry_v11.py
os,E:\football_v\00_System_OS\File_Manager\scanner\file_scanner.py
hashlib,E:\football_v\00_System_OS\File_Manager\scanner\file_scanner.py
json,E:\football_v\00_System_OS\File_Manager\scanner\file_scanner.py
csv,E:\football_v\00_System_OS\File_Manager\scanner\file_scanner.py
datetime,E:\football_v\00_System_OS\File_Manager\scanner\file_scanner.py
