error,functions,classes,lines,imports,file
,21,5,410,11,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py
,0,0,31,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\__init__.py
,22,5,389,13,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
,2,0,21,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\__init__.py
,20,2,719,26,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
,8,0,157,0,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\api.py
,19,4,314,11,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py
,0,0,17,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\certs.py
,1,0,78,10,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\compat.py
,49,4,561,7,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py
,3,25,151,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py
,3,0,127,9,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\help.py
,2,0,33,0,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\hooks.py
,44,5,1037,23,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
,0,0,25,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\packages.py
,28,2,831,16,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py
,2,0,128,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\status_codes.py
,14,2,99,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\structures.py
,43,0,1096,23,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\utils.py
,2,0,50,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\_internal_utils.py
,2,0,179,16,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\__init__.py
,0,0,14,0,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\__version__.py
,7,2,133,0,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\providers.py
,8,1,43,0,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\reporters.py
,25,9,547,5,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py
,28,4,170,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\structs.py
,0,0,26,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\__init__.py
,0,0,6,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat\collections_abc.py
,0,0,0,0,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__init__.py
,1,2,33,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\abc.py
,14,2,312,14,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\align.py
,5,2,241,12,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\ansi.py
,4,1,93,7,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\bar.py
,8,1,480,11,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\box.py
,5,0,174,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\cells.py
,18,4,621,17,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\color.py
,3,1,38,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\color_triplet.py
,4,1,187,13,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\columns.py
,116,16,2661,55,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py
,3,1,37,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\constrain.py
,18,2,167,7,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\containers.py
,15,1,225,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\control.py
,0,0,191,7,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\default_styles.py
,1,0,37,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\diagnose.py
,5,2,96,13,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\emoji.py
,0,9,34,0,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\errors.py
,3,0,88,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\filesize.py
,6,1,57,5,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\file_proxy.py
,6,6,232,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\highlighter.py
,3,1,139,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\json.py
,7,2,101,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\jupyter.py
,28,8,442,20,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\layout.py
,16,2,375,25,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\live.py
,5,1,112,10,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\live_render.py
,6,1,297,13,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\logging.py
,7,1,251,11,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\markup.py
,7,1,151,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\measure.py
,6,1,141,7,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\padding.py
,3,2,34,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\pager.py
,6,2,100,15,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\palette.py
,7,1,318,14,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\panel.py
,34,7,1016,30,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\pretty.py
,96,19,1715,36,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\progress.py
,8,1,223,12,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\progress_bar.py
,18,7,400,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\prompt.py
,2,0,42,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\protocol.py
,0,1,10,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\region.py
,10,2,149,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\repr.py
,5,1,130,10,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\rule.py
,3,0,86,9,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\scope.py
,2,1,54,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\screen.py
,27,4,752,13,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\segment.py
,5,1,138,11,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\spinner.py
,9,1,131,9,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\status.py
,41,3,796,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\style.py
,3,1,42,7,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\styled.py
,29,5,966,27,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\syntax.py
,28,4,1007,18,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\table.py
,1,1,153,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\terminal_theme.py
,65,2,1361,22,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\text.py
,7,3,115,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\theme.py
,0,0,5,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\themes.py
,19,6,797,27,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\traceback.py
,5,1,257,13,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\tree.py
,0,0,454,0,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_cell_widths.py
,0,0,3610,0,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_codes.py
,2,0,32,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_replace.py
,0,0,76,0,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_export_format.py
,1,0,10,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_extension.py
,1,0,24,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_fileno.py
,12,1,268,11,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_inspect.py
,2,1,94,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_log_render.py
,3,0,43,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_loop.py
,19,1,69,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_null_file.py
,0,0,309,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_palettes.py
,1,0,17,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_pick.py
,3,2,159,7,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_ratio.py
,0,0,482,0,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_spinners.py
,2,1,16,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_stack.py
,1,0,19,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_timer.py
,29,5,661,9,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_win32_console.py
,2,1,71,7,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_windows.py
,1,0,56,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_windows_renderer.py
,2,0,93,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_wrap.py
,5,0,177,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\__init__.py
,4,1,273,15,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\__main__.py
,35,5,770,9,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\_parser.py
,4,0,112,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\_re.py
,0,0,10,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\_types.py
,0,0,8,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\__init__.py
,44,2,316,14,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_api.py
,10,1,571,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_macos.py
,3,0,66,5,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_openssl.py
,1,0,31,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_ssl_constants.py
,5,12,567,9,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_windows.py
,0,0,36,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\__init__.py
,17,6,572,20,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
,27,3,1140,29,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
,15,37,323,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\exceptions.py
,11,1,274,5,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\fields.py
,4,0,98,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\filepost.py
,19,2,540,13,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py
,6,2,191,5,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\request.py
,44,6,879,14,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py
,32,3,355,8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py
,0,0,2,0,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\_version.py
,2,0,102,14,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py
,7,3,314,11,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py
,3,1,130,5,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\ntlmpool.py
,33,3,518,20,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
,41,2,920,17,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
,3,5,216,12,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py
,5,0,36,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_appengine_environ.py
,0,0,0,0,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\__init__.py
,1,2,519,5,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\bindings.py
,13,0,397,9,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\low_level.py
,0,0,0,0,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\__init__.py
,69,15,1076,10,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py
,0,0,0,0,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\__init__.py
,1,0,51,2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\makefile.py
,10,2,155,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\weakref_finalize.py
,0,0,0,0,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\__init__.py
,5,0,149,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\connection.py
,2,0,57,1,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\proxy.py
,4,1,22,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\queue.py
,3,0,137,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\request.py
,3,0,107,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\response.py
,23,2,622,10,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py
,25,1,221,5,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssltransport.py
,15,1,504,20,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
,4,1,159,3,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_match_hostname.py
,10,1,271,4,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\timeout.py
,15,1,435,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\url.py
,10,1,152,6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\wait.py
,0,0,49,9,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\__init__.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\deploy_architecture_cleanup_engine_V1.0.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\deploy_release_validation_engine_V1.0.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\deploy_system_quality_batch_01_V1.0.py
,4,0,239,5,E:\football_v\00_System_OS\01_DATA_LAYER\main.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\config\database_config.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\core\database\db_connection.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\core\exception\base_exception.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\core\exception\database_exception.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\core\exception\error_codes.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\core\exception\exception_handler.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\core\exception\file_exception.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\core\exception\validation_exception.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\core\exception\__init__.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\core\file_service\file_service.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\core\hash_service\hash_service.py
,1,0,34,1,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\compatibility.py
,1,1,16,1,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\formatter.py
,2,0,37,3,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\handlers.py
,3,0,134,4,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\logger.py
,0,0,10,1,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\__init__.py
,3,0,194,2,E:\football_v\00_System_OS\01_DATA_LAYER\core\validator\data_validator.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\core\validator\schema_validator.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\core\validator\validation_result.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\core\validator\__init__.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\core\version_service\version_service.py
,1,0,33,2,E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\archive_manager.py
,1,0,56,1,E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\duplicate_checker.py
,1,0,158,5,E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\importer.py
,1,0,37,1,E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\scanner.py
,1,0,35,1,E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\validator.py
,1,0,127,1,E:\football_v\00_System_OS\01_DATA_LAYER\market\bookmaker_manager.py
,1,0,84,1,E:\football_v\00_System_OS\01_DATA_LAYER\market\market_type_manager.py
,1,0,150,2,E:\football_v\00_System_OS\01_DATA_LAYER\market\odds_manager.py
,4,0,146,4,E:\football_v\00_System_OS\01_DATA_LAYER\quality\quality_checker.py
,4,0,550,6,E:\football_v\00_System_OS\01_DATA_LAYER\quality\quality_engine.py
,1,0,80,1,E:\football_v\00_System_OS\01_DATA_LAYER\quality\quality_report.py
,1,0,67,2,E:\football_v\00_System_OS\01_DATA_LAYER\registry\data_lineage.py
,1,0,73,2,E:\football_v\00_System_OS\01_DATA_LAYER\registry\import_tracker.py
,1,0,59,1,E:\football_v\00_System_OS\01_DATA_LAYER\registry\quality_score.py
,2,0,125,3,E:\football_v\00_System_OS\01_DATA_LAYER\registry\registry_manager.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\create_data_layer.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_alert_final_upgrade.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_init.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_market_init.py
,1,0,124,4,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_quality_alert_upgrade.py
,4,0,221,4,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_quality_init.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_task_reliability_init.py
,1,0,133,5,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_task_table_upgrade.py
,1,0,250,4,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\quality_rule_init.py
,1,0,131,4,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\registry_init.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\registry_manager.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\retry_policy_init.py
,1,0,72,3,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\task_queue_init.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_quality_engine.py
,1,0,158,7,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_registry_flow.py
,1,0,129,3,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_retry_logger.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_scheduler.py
,1,0,111,6,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_scheduler_reliability.py
,1,0,131,3,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_history.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_manager_reliability.py
,1,0,100,4,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_queue.py
,1,0,187,8,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_reliability_full.py
,1,0,58,2,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\manual_task.py
,4,0,431,6,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\retry_engine.py
,3,0,214,4,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\retry_logger.py
,4,0,377,6,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\scheduler.py
,3,0,211,4,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\task_history.py
,4,0,321,6,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\task_manager.py
,1,0,64,1,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\task_query.py
,0,0,11,0,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\task_status.py
,1,0,61,2,E:\football_v\00_System_OS\ARCHITECTURE_CLEANUP\architecture_classifier\architecture_classifier_V1.0.py
,1,0,34,2,E:\football_v\00_System_OS\ARCHITECTURE_CLEANUP\architecture_scanner\architecture_scanner_V1.0.py
source code string cannot contain null bytes,,,,,E:\football_v\00_System_OS\ARCHITECTURE_CLEANUP\registry_manager\registry_manager_V1.0.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\ARCHITECTURE_CLEANUP\registry_manager\registry_manager_V1.1.py
,0,0,69,3,E:\football_v\00_System_OS\ARCHITECTURE_CLEANUP\tests\test_architecture_cleanup_V1.0.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\ARCHITECTURE_CLEANUP\tests\test_architecture_cleanup_V1.1.py
,3,0,130,3,E:\football_v\00_System_OS\Automation\scheduler\scheduler_manager.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\Automation\task_manager\task_manager.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\Automation\workflow\workflow_runner.py
,5,0,258,3,E:\football_v\00_System_OS\Bootstrap\bootstrap.py
,1,0,149,3,E:\football_v\00_System_OS\Bootstrap\config_generator.py
,2,0,145,3,E:\football_v\00_System_OS\Bootstrap\deploy_system.py
,1,0,124,3,E:\football_v\00_System_OS\Bootstrap\setup_system.py
,4,0,188,5,E:\football_v\00_System_OS\Bootstrap\system_check.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\deployment_controller\deploy_alpha_integration_sprint_V1.0.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\deployment_controller\deploy_alpha_product_sprint_V1.0.py
,1,0,42,3,E:\football_v\00_System_OS\DEPLOYMENT_QUALITY_CHECKER\deployment_quality_checker_V1.0.py
,0,0,16,3,E:\football_v\00_System_OS\ENVIRONMENT_CHECKER\environment_checker_V1.0.py
,4,0,180,4,E:\football_v\00_System_OS\File_Manager\archive\archive_manager.py
,4,0,153,4,E:\football_v\00_System_OS\File_Manager\archive\archive_manager_v11.py
,4,0,201,3,E:\football_v\00_System_OS\File_Manager\duplicate\duplicate_detector_v11.py
,3,0,133,3,E:\football_v\00_System_OS\File_Manager\hash\duplicate_detector.py
,4,0,160,2,E:\football_v\00_System_OS\File_Manager\lifecycle\lifecycle_engine.py
,3,0,146,3,E:\football_v\00_System_OS\File_Manager\lifecycle\lifecycle_manager.py
,3,0,169,2,E:\football_v\00_System_OS\File_Manager\registry\file_registry_v11.py
,4,0,244,5,E:\football_v\00_System_OS\File_Manager\scanner\file_scanner.py
,4,0,168,3,E:\football_v\00_System_OS\File_Manager\version\version_manager.py
,0,0,16,2,E:\football_v\00_System_OS\FINAL_RELEASE_GATE\final_release_gate_V1.0.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\integration_test\deploy_alpha_integration_test_V1.0.py
,0,0,26,0,E:\football_v\00_System_OS\integration_test\test_api_pipeline.py
,0,0,26,0,E:\football_v\00_System_OS\integration_test\test_dashboard.py
,0,0,38,1,E:\football_v\00_System_OS\integration_test\test_database_connection.py
,0,0,28,0,E:\football_v\00_System_OS\integration_test\test_model_pipeline.py
,0,0,24,0,E:\football_v\00_System_OS\integration_test\test_product_package.py
,3,0,197,3,E:\football_v\00_System_OS\Monitor\monitor_service.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\QUALITY_TESTS\test_system_quality_batch_01_V1.0.py
,3,0,161,4,E:\football_v\00_System_OS\Recovery\recovery_controller.py
,3,0,162,3,E:\football_v\00_System_OS\Recovery\recovery_service.py
,3,0,106,2,E:\football_v\00_System_OS\registry\dependency_engine.py
,3,0,87,2,E:\football_v\00_System_OS\registry\registry_api.py
,3,0,199,3,E:\football_v\00_System_OS\registry\registry_manager.py
,3,0,181,3,E:\football_v\00_System_OS\registry\registry_scanner.py
,1,0,24,1,E:\football_v\00_System_OS\RELEASE_VALIDATION\dependency_checker\dependency_checker_V1.0.py
,1,0,18,1,E:\football_v\00_System_OS\RELEASE_VALIDATION\integrity_checker\integrity_checker_V1.0.py
,1,0,29,1,E:\football_v\00_System_OS\RELEASE_VALIDATION\module_scanner\module_scanner_V1.0.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\RELEASE_VALIDATION\release_validation_engine\release_validation_engine_V1.0.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\RELEASE_VALIDATION\release_validation_engine\release_validation_engine_V1.1.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\RELEASE_VALIDATION\tests\test_release_validation_V1.0.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\RELEASE_VALIDATION\tests\test_release_validation_V1.1.py
,4,0,203,3,E:\football_v\00_System_OS\scripts\framework_initializer.py
"invalid non-printable character U+FEFF (<unknown>, line 1)",,,,,E:\football_v\00_System_OS\scripts\project_structure_scanner.py
,0,0,17,2,E:\football_v\00_System_OS\SYSTEM_HEALTH_MONITOR\system_health_monitor_V1.0.py
