file,reference_status,reference_count,sample_reference,time
backup_delete_files,REFERENCED,2,99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.842187
check_db_tables,REFERENCED,30,Football_AI_OS_CODE_ONLY_V1.0.zip;reports\after_20260723_1000_files.csv;00_System_OS\documentation\checkpoint\FOOTBALL_AI_OS_DEVELOPMENT_BASELINE_REQUEST.txt;00_System_OS\documentation\checkpoint\FOOTBALL_AI_OS_DEVELOPMENT_STARTUP_CHECKLIST_V1.0.md;00_SYSTEM_TOOLS\Architecture_Migration_Tool\architecture_registry.json,2026-07-28 21:18:36.842187
phase12_test_report,REFERENCED,18,Football_AI_OS_CODE_ONLY_V1.0.zip;phase12_test.py;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Clean_Report_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv,2026-07-28 21:18:36.844183
phase13_deployment_report,REFERENCED,17,deploy_phase13.py;Football_AI_OS_CODE_ONLY_V1.0.zip;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase13_system_snapshot,REFERENCED,7,Football_AI_OS_CODE_ONLY_V1.0.zip;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_SUMMARY_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase13_test_report,REFERENCED,18,Football_AI_OS_CODE_ONLY_V1.0.zip;phase13_test.py;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase14_deployment_report,REFERENCED,16,deploy_phase14.py;Football_AI_OS_CODE_ONLY_V1.0.zip;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase14_system_snapshot,REFERENCED,7,Football_AI_OS_CODE_ONLY_V1.0.zip;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_SUMMARY_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase14_test_report,REFERENCED,19,Football_AI_OS_CODE_ONLY_V1.0.zip;phase14_test.py;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Clean_Report_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt,2026-07-28 21:18:36.844183
phase15_deployment_report,REFERENCED,17,deploy_phase15.py;Football_AI_OS_CODE_ONLY_V1.0.zip;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase15_system_snapshot,REFERENCED,7,Football_AI_OS_CODE_ONLY_V1.0.zip;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_SUMMARY_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase15_test_report,REFERENCED,18,Football_AI_OS_CODE_ONLY_V1.0.zip;phase15_test.py;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase16_deployment_report,REFERENCED,15,deploy_phase16.py;Football_AI_OS_CODE_ONLY_V1.0.zip;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase16_system_snapshot,REFERENCED,7,Football_AI_OS_CODE_ONLY_V1.0.zip;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_SUMMARY_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase16_test_report,REFERENCED,20,Football_AI_OS_CODE_ONLY_V1.0.zip;phase16_test.py;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Clean_Report_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt,2026-07-28 21:18:36.844183
phase17_deployment_report,REFERENCED,18,deploy_phase17.py;Football_AI_OS_CODE_ONLY_V1.0.zip;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Scan_Report_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt,2026-07-28 21:18:36.844183
phase17_test_report,REFERENCED,19,Football_AI_OS_CODE_ONLY_V1.0.zip;phase17_test.py;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Scan_Report_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt,2026-07-28 21:18:36.844183
phase18_20_deployment_report,REFERENCED,19,deploy_phase18_20.py;Football_AI_OS_CODE_ONLY_V1.0.zip;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Scan_Report_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt,2026-07-28 21:18:36.844183
phase18_20_system_snapshot,REFERENCED,7,Football_AI_OS_CODE_ONLY_V1.0.zip;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_SUMMARY_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase18_20_test_report,REFERENCED,19,deploy_phase18_20.py;Football_AI_OS_CODE_ONLY_V1.0.zip;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Scan_Report_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt,2026-07-28 21:18:36.844183
phase21_25_deployment_report,REFERENCED,17,deploy_phase21_25.py;Football_AI_OS_CODE_ONLY_V1.0.zip;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv,2026-07-28 21:18:36.844183
phase21_25_system_snapshot,REFERENCED,7,Football_AI_OS_CODE_ONLY_V1.0.zip;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_SUMMARY_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase21_25_test_report,REFERENCED,20,Football_AI_OS_CODE_ONLY_V1.0.zip;phase21_25_test.py;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv,2026-07-28 21:18:36.844183
phase26_30_deployment_report,REFERENCED,16,deploy_phase26_30.py;Football_AI_OS_CODE_ONLY_V1.0.zip;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase26_30_system_snapshot,REFERENCED,7,Football_AI_OS_CODE_ONLY_V1.0.zip;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_SUMMARY_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase26_30_test_report,REFERENCED,18,Football_AI_OS_CODE_ONLY_V1.0.zip;phase26_30_test.py;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase31_35_deployment_report,REFERENCED,16,deploy_phase31_35.py;Football_AI_OS_CODE_ONLY_V1.0.zip;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase36_40_deployment_report,REFERENCED,19,deploy_phase36_40.py;Football_AI_OS_CODE_ONLY_V1.0.zip;phase36_40_deploy.py;phase36_40_deploy_test.py;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json,2026-07-28 21:18:36.844183
phase36_40_system_snapshot,REFERENCED,7,Football_AI_OS_CODE_ONLY_V1.0.zip;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_SUMMARY_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase36_40_test_report,REFERENCED,18,Football_AI_OS_CODE_ONLY_V1.0.zip;phase36_40_deploy.py;phase36_40_deploy_test.py;phase36_40_test.py;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json,2026-07-28 21:18:36.844183
phase41_45_deployment_report,REFERENCED,18,Football_AI_OS_CODE_ONLY_V1.0.zip;phase41_45_deploy_test.py;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv,2026-07-28 21:18:36.844183
phase41_45_system_snapshot,REFERENCED,7,Football_AI_OS_CODE_ONLY_V1.0.zip;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_SUMMARY_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase41_45_test_report,REFERENCED,19,Football_AI_OS_CODE_ONLY_V1.0.zip;phase41_45_deploy_test.py;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Clean_Report_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt,2026-07-28 21:18:36.844183
phase46_50_deployment_report,REFERENCED,19,deploy_frozen_v15_completion.py;Football_AI_OS_CODE_ONLY_V1.0.zip;phase46_50_deploy_test.py;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Clean_Report_V1.0.txt,2026-07-28 21:18:36.844183
phase46_50_system_snapshot,REFERENCED,7,Football_AI_OS_CODE_ONLY_V1.0.zip;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_SUMMARY_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase46_50_test_report,REFERENCED,18,deploy_frozen_v15_completion.py;Football_AI_OS_CODE_ONLY_V1.0.zip;phase46_50_deploy_test.py;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Clean_Report_V1.0.txt,2026-07-28 21:18:36.844183
phase51_55_interface_deployment_report,REFERENCED,16,deploy_phase51_55.py;Football_AI_OS_CODE_ONLY_V1.0.zip;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase51_55_interface_system_snapshot,REFERENCED,7,Football_AI_OS_CODE_ONLY_V1.0.zip;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_SUMMARY_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase51_55_interface_test_report,REFERENCED,17,deploy_phase51_55.py;Football_AI_OS_CODE_ONLY_V1.0.zip;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv,2026-07-28 21:18:36.844183
phase51_production_snapshot,REFERENCED,8,Football_AI_OS_CODE_ONLY_V1.0.zip;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_SUMMARY_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase51_production_validation_report,REFERENCED,21,Football_AI_OS_CODE_ONLY_V1.0.zip;phase51_validation.py;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv,2026-07-28 21:18:36.844183
phase52_backtest_validation_report,REFERENCED,21,Football_AI_OS_CODE_ONLY_V1.0.zip;phase52_backtest.py;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Clean_Report_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt,2026-07-28 21:18:36.844183
phase56_60_deployment_report,REFERENCED,17,deploy_phase56_60.py;Football_AI_OS_CODE_ONLY_V1.0.zip;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Clean_Report_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv,2026-07-28 21:18:36.844183
phase56_60_system_snapshot,REFERENCED,7,Football_AI_OS_CODE_ONLY_V1.0.zip;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_SUMMARY_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
phase56_60_test_report,REFERENCED,18,deploy_phase56_60.py;Football_AI_OS_CODE_ONLY_V1.0.zip;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Clean_Report_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt,2026-07-28 21:18:36.844183
prediction_activation_batch_01_report,REFERENCED,17,Football_AI_OS_CODE_ONLY_V1.0.zip;deployment_scripts\deploy_prediction_intelligence_batch_01_V2.0.py;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv,2026-07-28 21:18:36.844183
test_report_v1.5,REFERENCED,23,deploy_integration_test_V1.5.py;deploy_integration_validation_V1.5.py;deploy_remaining_modules_V1.5_FINAL.py;fix_integration_report_schema_V1.5.py;Football_AI_OS_CODE_ONLY_V1.0.zip,2026-07-28 21:18:36.844183
training_engine_activation_batch_01_report,REFERENCED,19,Football_AI_OS_CODE_ONLY_V1.0.zip;deployment_scripts\deploy_training_engine_batch_01_V2.0.py;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv,2026-07-28 21:18:36.844183
after_20260723_1000_files,REFERENCED,10,reports\after_20260723_1000_files.csv;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_SUMMARY_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
clean_duplicate_report,REFERENCED,12,reports\after_20260723_1000_files.csv;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv;99_DOCUMENTATION\MODEL_LAYER_FULL_AUDIT\MODEL_LAYER_FULL_AUDIT.json,2026-07-28 21:18:36.844183
code_logic_duplicate_audit_v1.0,REFERENCED,15,reports\CODE_LOGIC_DUPLICATE_AUDIT_V1.0.json;tools\code_logic_duplicate_scanner.py;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv;99_DOCUMENTATION\MODEL_LAYER_FULL_AUDIT\MODEL_LAYER_FULL_AUDIT.json,2026-07-28 21:18:36.844183
code_logic_duplicate_audit_v2.0,REFERENCED,21,reports\CODE_LOGIC_DUPLICATE_AUDIT_V2.0.json;reports\CODE_LOGIC_DUPLICATE_IMPACT_ANALYSIS_V1.0.json;tools\code_logic_duplicate_impact_scan.py;tools\code_logic_duplicate_scanner_v2.py;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Clean_Report_V1.0.txt,2026-07-28 21:18:36.844183
code_logic_duplicate_impact_analysis_v1.0,REFERENCED,10,reports\CODE_LOGIC_DUPLICATE_IMPACT_ANALYSIS_V1.0.json;tools\code_logic_duplicate_impact_scan.py;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv;99_DOCUMENTATION\MODEL_LAYER_FULL_AUDIT\MODEL_LAYER_FULL_AUDIT.json,2026-07-28 21:18:36.844183
football_ai_os_v4_global_audit,REFERENCED,17,deployment_scripts\global_audit.py;reports\after_20260723_1000_files.csv;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Clean_Report_V1.0.txt;99_DOCUMENTATION\migration\FINAL_MIGRATION_VERIFY_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv,2026-07-28 21:18:36.844183
v4_cleanup_report,REFERENCED,14,reports\after_20260723_1000_files.csv;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv;99_DOCUMENTATION\MODEL_LAYER_FULL_AUDIT\MODEL_LAYER_FULL_AUDIT.json,2026-07-28 21:18:36.844183
v4_feedback_flow_audit_report,REFERENCED,16,deployment_scripts\audit_feedback_flow_v4.py;reports\after_20260723_1000_files.csv;reports\FOOTBALL_AI_OS_V4_GLOBAL_AUDIT.json;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Clean_Report_V1.0.txt,2026-07-28 21:18:36.844183
v4_final_audit_report,REFERENCED,14,reports\after_20260723_1000_files.csv;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv;99_DOCUMENTATION\MODEL_LAYER_FULL_AUDIT\MODEL_LAYER_FULL_AUDIT.json,2026-07-28 21:18:36.844183
v4_learning_database_schema_audit,REFERENCED,14,deployment_scripts\audit_learning_database_schema_v4.py;reports\after_20260723_1000_files.csv;reports\FOOTBALL_AI_OS_V4_GLOBAL_AUDIT.json;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Clean_Report_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv,2026-07-28 21:18:36.844183
v4_production_baseline_report,REFERENCED,16,reports\after_20260723_1000_files.csv;10_GOVERNANCE_LAYER\audit\Phase11_FAST_API_Simulation_Test_Validation_V1.0.json;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
v4_self_learning_engine_audit,REFERENCED,14,deployment_scripts\audit_self_learning_engine_v4.py;reports\after_20260723_1000_files.csv;reports\FOOTBALL_AI_OS_V4_GLOBAL_AUDIT.json;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Clean_Report_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv,2026-07-28 21:18:36.844183
code_logic_duplicate_impact_scan,REFERENCED,15,Football_AI_OS_CODE_ONLY_V1.0.zip;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Clean_Report_V1.0.txt;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Scan_Report_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
code_logic_duplicate_scanner,REFERENCED,20,Football_AI_OS_CODE_ONLY_V1.0.zip;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Clean_Report_V1.0.txt;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Scan_Report_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv,2026-07-28 21:18:36.844183
code_logic_duplicate_scanner_v2,REFERENCED,20,Football_AI_OS_CODE_ONLY_V1.0.zip;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Clean_Report_V1.0.txt;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Scan_Report_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv,2026-07-28 21:18:36.844183
feature_store_integration_audit_v1.0,REFERENCED,10,Football_AI_OS_CODE_ONLY_V1.0.zip;tools\feature_store_integration_audit_v1.0.py;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Clean_Report_V1.0.txt;10_GOVERNANCE_LAYER\audit\Phase6_Dependency_Scan_Report_V1.0.txt;99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_SUMMARY_V1.0.txt,2026-07-28 21:18:36.844183
safe_delete_scan,REFERENCED,2,99_DOCUMENTATION\migration\FINAL_REAL_DELETE_LIST_V2.0.csv;99_DOCUMENTATION\migration\FINAL_REAL_DELETE_REVIEW_V3.0.csv,2026-07-28 21:18:36.844183
